codigo_plano;ano_plano;modalidade;situacao;beneficiario;cnpj_beneficiario;uf;banco;agencia;conta;dv_agencia;dv_conta;parlamentar;ano_emenda;numero_emenda;codigo_emenda;area_politica;programa_orcamentario;valor_custeio;valor_investimento;natureza_juridica
0903-004733;2020;Especial;CIENTE;MUNICIPIO DE CENTENARIO;37420676000144;TO;Banco do Brasil;2094;34136;X;3;Kátia Abreu;2020;202023590009;202023590009-Kátia Abreu;12-Educação / 361-Ensino Fundamental , 12-Educação / 365-Educação Infantil , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;250000.0;Município
0903-003478;2020;Especial;CIENTE;MUNICIPIO DE SANTA RITA DO TOCANTINS;01613127000149;TO;Banco do Brasil;804;51403;4;9;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;26-Transporte / 782-Transporte Rodoviário;Não informado;0.0;250000.0;Não encontrado
0903-004774;2020;Especial;CIENTE;MUNICIPIO DE COMBINADO;33255043000177;TO;Banco do Brasil;3977;13312;2;4;Kátia Abreu;2020;202023590009;202023590009-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;02408 - PAVIMENTACAO DE VIAS URBANAS;0.0;250000.0;Município
0903-004699;2020;Especial;CIENTE;MUNICIPIO DE ALVORADA;01800242000122;TO;Banco do Brasil;1303;23118;X;5;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;12-Educação / 361-Ensino Fundamental;Não informado;0.0;280000.0;Município
0903-004009;2020;Especial;CIENTE;MUNICIPIO DE SAO MIGUEL DO TOCANTINS;25064007000106;TO;Banco do Brasil;810;41919;9;2;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;100000.0;Município
0903-003779;2020;Especial;CIENTE;MUNICIPIO DE OLIVEIRA DE FATIMA;01629809000140;TO;Banco do Brasil;804;51404;4;7;Irajá;2020;202040960005;202040960005-Irajá;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;90000.0;210000.0;Município
0903-003656;2020;Especial;CIENTE;MUNICIPIO DE AGUIARNOPOLIS;01634074000142;TO;Banco do Brasil;810;41921;9;4;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Município
0903-003396;2020;Especial;CIENTE;MUNICIPIO DE SAO FELIX DO TOCANTINS;26753145000157;TO;Banco do Brasil;2781;41459;2;X;Kátia Abreu;2020;202023590009;202023590009-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Não encontrado
0903-004741;2020;Especial;CIENTE;MUNICIPIO DE ITAPORA DO TOCANTINS;02739753000149;TO;Banco do Brasil;1306;24789;4;8;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;12-Educação / 361-Ensino Fundamental;Não informado;0.0;230000.0;Não encontrado
0903-004068;2020;Especial;CIENTE;MUNICIPIO DE NOVO ACORDO;01067933000169;TO;Banco do Brasil;1505;66505;9;3;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;26-Transporte / 782-Transporte Rodoviário;Não informado;0.0;150000.0;Município
0903-003259;2020;Especial;CIENTE;MUNICIPIO DE ARAGUACU;02391407000112;TO;Caixa Econômica Federal;3863;6672001;6;3;Professora Dorinha Seabra Rezende;2020;202026930009;202026930009-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;445227.0;Município
0903-003317;2020;Especial;CIENTE;MUNICIPIO DE MAURILANDIA DO TOCANTINS;25064015000144;TO;Banco do Brasil;810;41918;9;4;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Município
0903-004438;2020;Especial;CIENTE;MUNICIPIO DE ITACAJA;02411726000142;TO;Banco do Brasil;1595;30135;4;3;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;25-Energia / 752-Energia Elétrica;Não informado;0.0;300000.0;Município
0903-004651;2020;Especial;CIENTE;MUNICIPIO DE DARCINOPOLIS;25064072000123;TO;Banco do Brasil;810;41917;9;6;Kátia Abreu;2020;202023590009;202023590009-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Não encontrado
0903-004155;2020;Especial;CIENTE;MUNICIPIO DE DARCINOPOLIS;25064072000123;TO;Banco do Brasil;810;41917;9;6;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;150000.0;Não encontrado
0903-003578;2020;Especial;CIENTE;MUNICIPIO DE WANDERLANDIA;00001636000158;TO;Banco do Brasil;638;102755;6;7;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Município
09032025-084366;2025;Especial;CIENTE;MUNICIPIO DE CENTENARIO;37420676000144;TO;Banco do Brasil;2094;43535;X;X;Professora Dorinha Seabra;2025;202542750006;202542750006-PROFESSORA DORINHA SEABRA;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;396000.0;Município
09032025-084385;2025;Especial;CIENTE;MUNICIPIO DE XAMBIOA;02087211000139;TO;Caixa Econômica Federal;610;574881245;6;9;Professora Dorinha Seabra;2025;202542750006;202542750006-PROFESSORA DORINHA SEABRA;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;396000.0;Município
0903-004635;2020;Especial;CIENTE;MUNICIPIO DE SANTA TEREZINHA DO TOCANTINS;01634030000112;TO;Banco do Brasil;810;41915;9;X;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;27-Desporto e Lazer / 812-Desporto Comunitário;150.000,00;0.0;150000.0;Município
09032021-012817;2021;Especial;CIENTE;MUNICIPIO DE MAURILANDIA DO TOCANTINS;25064015000144;TO;Banco do Brasil;810;44043;9;4;Tiago Dimas;2021;202140710004;202140710004-Tiago Dimas;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;350000.0;Município
09032021-009707;2021;Especial;CIENTE;MUNICIPIO DE ARAGUATINS;01237403000111;TO;Banco do Brasil;1305;37320;6;6;Kátia Abreu;2021;202123590008;202123590008-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;1000000.0;Município
09032021-009702;2021;Especial;CIENTE;MUNICIPIO DE DARCINOPOLIS;25064072000123;TO;Banco do Brasil;810;44021;9;3;Kátia Abreu;2021;202123590008;202123590008-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Não encontrado
09032021-009709;2021;Especial;CIENTE;MUNICIPIO DE BURITI DO TOCANTINS;25061722000187;TO;Banco do Brasil;1305;37319;6;2;Kátia Abreu;2021;202123590008;202123590008-Kátia Abreu;12-Educação / 365-Educação Infantil;Não informado;0.0;400000.0;Município
09032021-009705;2021;Especial;CIENTE;MUNICIPIO DE BANDEIRANTES DO TOCANTINS;01612819000172;TO;Banco do Brasil;911;39814;3;4;Kátia Abreu;2021;202123590008;202123590008-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032021-009706;2021;Especial;CIENTE;MUNICIPIO DE ARAGUACEMA;02070621000177;TO;Caixa Econômica Federal;1141;6672007;0;1;Kátia Abreu;2021;202123590008;202123590008-Kátia Abreu;26-Transporte / 782-Transporte Rodoviário;Não informado;0.0;430000.0;Município
09032021-009704;2021;Especial;CIENTE;MUNICIPIO DE GOIANORTE;25086612000170;TO;Banco do Brasil;1306;26309;4;5;Kátia Abreu;2021;202123590008;202123590008-Kátia Abreu;20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 607-Irrigação , 20-Agricultura / 608-Promoção da Produção Agropecuária , 20-Agricultura / 609-Defesa Agropecuária;Não informado;0.0;300000.0;Município
09032021-009703;2021;Especial;CIENTE;MUNICIPIO DE CONCEICAO DO TOCANTINS;01067149000150;TO;Caixa Econômica Federal;3089;6672011;9;3;Kátia Abreu;2021;202123590008;202123590008-Kátia Abreu;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032021-009390;2021;Especial;IMPEDIDO;MUNICIPIO DE RIACHINHO;25063926000157;TO;Banco do Brasil;3973;20025;X;5;Reginaldo Lopes;2021;202114110011;202114110011-Reginaldo Lopes;Não informado;Não informado;0.0;50000.0;Município
0903-003619;2020;Especial;CIENTE;MUNICIPIO DE RIO DA CONCEICAO;33262536000134;TO;Caixa Econômica Federal;3089;6672005;9;9;Professora Dorinha Seabra Rezende;2020;202026930009;202026930009-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032021-010018;2021;Especial;CIENTE;MUNICIPIO DE SILVANOPOLIS;00114819000180;TO;Caixa Econômica Federal;1829;6672007;5;1;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;400000.0;Município
09032021-010017;2021;Especial;CIENTE;MUNICIPIO DE GOIATINS;01832476000151;TO;Caixa Econômica Federal;610;6672005;6;1;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;300000.0;Município
09032021-010030;2021;Especial;CIENTE;MUNICIPIO DE SANTA TEREZA DO TOCANTINS;25086844000128;TO;Banco do Brasil;1117;54976;7;2;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;500000.0;Não encontrado
09032021-010026;2021;Especial;CIENTE;MUNICIPIO DE RECURSOLANDIA;37421146000110;TO;Caixa Econômica Federal;1737;6672009;0;8;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;20-Agricultura / 606-Extensão Rural;Não informado;0.0;400000.0;Município
09032021-010028;2021;Especial;CIENTE;MUNICIPIO DE TOCANTINOPOLIS;01224716000135;TO;Banco do Brasil;810;44022;9;1;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;300000.0;Município
09032021-010012;2021;Especial;CIENTE;MUNICIPIO DE FORTALEZA DO TABOCAO;37421112000126;TO;Banco do Brasil;2094;36368;X;5;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;400000.0;Município
09032021-010025;2021;Especial;CIENTE;MUNICIPIO DE BOM JESUS DO TOCANTINS;37420775000126;TO;Banco do Brasil;1595;31898;4;1;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032021-010027;2021;Especial;CIENTE;MUNICIPIO DE ARAPOEMA;00237370000147;TO;Banco do Brasil;3974;15887;8;9;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;500000.0;Município
09032021-010010;2021;Especial;CIENTE;MUNICIPIO DE MAURILANDIA DO TOCANTINS;25064015000144;TO;Banco do Brasil;810;44043;9;4;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 607-Irrigação , 20-Agricultura / 608-Promoção da Produção Agropecuária , 20-Agricultura / 609-Defesa Agropecuária;Não informado;0.0;400000.0;Município
09032021-010009;2021;Especial;CIENTE;MUNICIPIO DE LUZINOPOLIS;01631059000140;TO;Banco do Brasil;810;43964;9;9;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032021-010014;2021;Especial;CIENTE;MUNICIPIO DE SANTA MARIA DO TOCANTINS;37421039000192;TO;Banco do Brasil;1595;31897;4;3;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;450000.0;Não encontrado
09032021-010024;2021;Especial;CIENTE;MUNICIPIO DE ABREULANDIA;37425451000180;TO;Banco do Brasil;3812;15828;1;3;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;8-Assistência Social / 244-Assistência Comunitária , 15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;500000.0;Município
09032021-010019;2021;Especial;CIENTE;MUNICIPIO DE GOIANORTE;25086612000170;TO;Banco do Brasil;1306;26309;4;5;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;350000.0;Município
0903-004100;2020;Especial;CIENTE;MUNICIPIO DE GUARAI;02070548000133;TO;Banco do Brasil;2094;34138;X;X;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032022-014493;2022;Especial;CIENTE;MUNICIPIO DE TOCANTINIA;02070712000102;TO;Banco do Brasil;862;38939;1;0;Carlos Henrique Gaguim;2022;202230680005;202230680005-Carlos Henrique Gaguim;6-Segurança Pública / 181-Policiamento , 6-Segurança Pública / 182-Defesa Civil , 6-Segurança Pública / 183-Informação e Inteligência , 8-Assistência Social / 241-Assistência ao Idoso , 8-Assistência Social / 242-Assistência ao Portador de Deficiência , 8-Assistência Social / 243-Assistência à Criança e ao Adolescente , 8-Assistência Social / 244-Assistência Comunitária , 10-Saúde / 301-Atenção Básica , 10-Saúde / 302-Assistência Hospitalar e Ambulatorial , 10-Saúde / 303-Suporte Profilático e Terapêutico , 10-Saúde / 304-Vigilância Sanitária , 10-Saúde / 305-Vigilância Epidemiológica , 10-Saúde / 306-Alimentação e Nutrição , 11-Trabalho / 331-Proteção e Benefícios ao Trabalhador , 11-Trabalho / 332-Relações de Trabalho , 11-Trabalho / 333-Empregabilidade , 11-Trabalho / 334-Fomento ao Trabalho , 12-Educação / 361-Ensino Fundamental , 12-Educação / 362-Ensino Médio , 12-Educação / 363-Ensino Profissional , 12-Educação / 364-Ensino Superior , 12-Educação / 365-Educação Infantil , 12-Educação / 366-Educação de Jovens e Adultos , 12-Educação / 367-Educação Especial , 12-Educação / 368-Educação Básica , 13-Cultura / 391-Patrimônio Histórico, Artístico e Arqueológico , 13-Cultura / 392-Difusão Cultural , 14-Direitos da Cidadania / 421-Custódia e Reintegração Social , 14-Direitos da Cidadania / 422-Direitos Individuais, Coletivos e Difusos , 14-Direitos da Cidadania / 423-Assistência aos Povos Indígenas , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 16-Habitação / 481-Habitação Rural , 16-Habitação / 482-Habitação Urbana , 17-Saneamento / 511-Saneamento Básico Rural , 17-Saneamento / 512-Saneamento Básico Urbano , 18-Gestão Ambiental / 541-Preservação e Conservação Ambiental , 18-Gestão Ambiental / 542-Controle Ambiental , 18-Gestão Ambiental / 543-Recuperação de Áreas Degradadas , 18-Gestão Ambiental / 544-Recursos Hídricos , 18-Gestão Ambiental / 545-Meteorologia , 19-Ciência e Tecnologia / 571-Desenvolvimento Científico , 19-Ciência e Tecnologia / 572-Desenvolvimento Tecnológico e Engenharia , 19-Ciência e Tecnologia / 573-Difusão do Conhecimento Científico e Tecnológico , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 607-Irrigação , 20-Agricultura / 608-Promoção da Produção Agropecuária , 20-Agricultura / 609-Defesa Agropecuária , 21-Organização Agrária / 631-Reforma Agrária , 21-Organização Agrária / 632-Colonização , 22-Indústria / 661-Promoção Industrial , 22-Indústria / 662-Produção Industrial , 22-Indústria / 663-Mineração , 22-Indústria / 664-Propriedade Industrial , 22-Indústria / 665-Normalização e Qualidade , 23-Comércio e Serviços / 691-Promoção Comercial , 23-Comércio e Serviços / 692-Comercialização , 23-Comércio e Serviços / 693-Comércio Exterior , 23-Comércio e Serviços / 694-Serviços Financeiros , 23-Comércio e Serviços / 695-Turismo , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica , 25-Energia / 753-Combustíveis Minerais , 25-Energia / 754-Biocombustíveis , 26-Transporte / 781-Transporte Aéreo , 26-Transporte / 782-Transporte Rodoviário , 26-Transporte / 783-Transporte Ferroviário , 26-Transporte / 784-Transporte Hidroviário , 26-Transporte / 785-Transportes Especiais , 27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;200000.0;Município
09032021-012978;2021;Especial;CIENTE;MUNICIPIO DE PAU D:ARCO;25063991000182;TO;Banco do Brasil;3974;15888;8;7;Irajá;2021;202140960005;202140960005-Irajá;15-Urbanismo / 451-Infraestrutura Urbana , 26-Transporte / 782-Transporte Rodoviário , 27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;200000.0;Município
09032021-010809;2021;Especial;CIENTE;MUNICIPIO DE AGUIARNOPOLIS;01634074000142;TO;Banco do Brasil;810;43975;9;4;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;300000.0;Município
09032021-013642;2021;Especial;CIENTE;MUNICIPIO DE ARAGUAINA;01830793000139;TO;Caixa Econômica Federal;610;6672003;6;5;Tiago Dimas;2021;202140710004;202140710004-Tiago Dimas;18-Gestão Ambiental / 541-Preservação e Conservação Ambiental , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;RP6;0.0;400000.0;Não encontrado
09032021-010822;2021;Especial;CIENTE;MUNICIPIO DE TOCANTINOPOLIS;01224716000135;TO;Banco do Brasil;810;44022;9;1;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;1050000.0;Município
09032021-010812;2021;Especial;CIENTE;MUNICIPIO DE RIO DA CONCEICAO;33262536000134;TO;Banco do Brasil;1307;36115;2;1;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;8-Assistência Social / 241-Assistência ao Idoso;Não informado;0.0;300000.0;Município
09032021-013643;2021;Especial;CIENTE;MUNICIPIO DE FORMOSO DO ARAGUAIA;02075216000141;TO;Banco do Brasil;3123;19143;2;4;Tiago Dimas;2021;202140710004;202140710004-Tiago Dimas;13-Cultura / 392-Difusão Cultural;Não informado;0.0;100000.0;Município
09032021-010813;2021;Especial;CIENTE;MUNICIPIO DE MIRACEMA DO TOCANTINS;02070357000171;TO;Caixa Econômica Federal;1737;6672011;0;0;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;754000.0;Município
09032021-010820;2021;Especial;CIENTE;MUNICIPIO DE CRISTALANDIA;01067156000152;TO;Banco do Brasil;3638;17838;2;1;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;800000.0;Não encontrado
09032021-010819;2021;Especial;CIENTE;MUNICIPIO DE ARAPOEMA;00237370000147;TO;Banco do Brasil;3974;15887;8;9;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032021-010823;2021;Especial;CIENTE;MUNICIPIO DE FIGUEIROPOLIS;00003848000174;TO;Banco do Brasil;3978;11134;0;1;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;16-Habitação / 482-Habitação Urbana;Não informado;0.0;250000.0;Município
09032021-010817;2021;Especial;CIENTE;MUNICIPIO DE ABREULANDIA;37425451000180;TO;Banco do Brasil;3812;15828;1;3;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;8-Assistência Social / 244-Assistência Comunitária;Não informado;0.0;300000.0;Município
09032021-010821;2021;Especial;CIENTE;MUNICIPIO DE PORTO NACIONAL;00299198000156;TO;Banco do Brasil;1117;55048;7;5;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;752993.0;Município
09032021-010818;2021;Especial;CIENTE;MUNICIPIO DE RECURSOLANDIA;37421146000110;TO;Caixa Econômica Federal;1737;6672009;0;8;Dulce Miranda;2021;202130860005;202130860005-Dulce Miranda;12-Educação / 361-Ensino Fundamental;Não informado;0.0;640000.0;Município
